0.0,0.0,1,1277
0.0,0.0,5,112
0.0,0.0,10,112
0.0,0.0,50,0
0.0,0.0,100,0
0.0,0.0,500,0
0.0,0.0,1000,0
0.0,0.1,1,469
0.0,0.1,5,339
0.0,0.1,10,112
0.0,0.1,50,112
0.0,0.1,100,0
0.0,0.1,500,0
0.0,0.1,1000,0
0.0,0.2,1,469
0.0,0.2,5,112
0.0,0.2,10,112
0.0,0.2,50,0
0.0,0.2,100,0
0.0,0.2,500,0
0.0,0.2,1000,0
0.0,0.3,1,1673
0.0,0.3,5,112
0.0,0.3,10,112
0.0,0.3,50,0
0.0,0.3,100,0
0.0,0.3,500,0
0.0,0.3,1000,0
0.0,0.4,1,509
0.0,0.4,5,112
0.0,0.4,10,524
0.0,0.4,50,112
0.0,0.4,100,0
0.0,0.4,500,0
0.0,0.4,1000,0
0.0,0.5,1,112
0.0,0.5,5,339
0.0,0.5,10,0
0.0,0.5,50,112
0.0,0.5,100,0
0.0,0.5,500,0
0.0,0.5,1000,0
0.0,0.6,1,1439
0.0,0.6,5,339
0.0,0.6,10,112
0.0,0.6,50,0
0.0,0.6,100,0
0.0,0.6,500,0
0.0,0.6,1000,0
0.0,0.7,1,112
0.0,0.7,5,112
0.0,0.7,10,112
0.0,0.7,50,0
0.0,0.7,100,0
0.0,0.7,500,0
0.0,0.7,1000,0
0.0,0.8,1,469
0.0,0.8,5,469
0.0,0.8,10,0
0.0,0.8,50,0
0.0,0.8,100,0
0.0,0.8,500,0
0.0,0.8,1000,0
0.0,0.9,1,1277
0.0,0.9,5,112
0.0,0.9,10,112
0.0,0.9,50,0
0.0,0.9,100,0
0.0,0.9,500,0
0.0,0.9,1000,0
0.0,1.0,1,1253
0.0,1.0,5,339
0.0,1.0,10,112
0.0,1.0,50,112
0.0,1.0,100,0
0.0,1.0,500,0
0.0,1.0,1000,0
0.1,0.0,1,469
0.1,0.0,5,339
0.1,0.0,10,0
0.1,0.0,50,0
0.1,0.0,100,112
0.1,0.0,500,0
0.1,0.0,1000,0
0.1,0.1,1,905
0.1,0.1,5,112
0.1,0.1,10,112
0.1,0.1,50,112
0.1,0.1,100,0
0.1,0.1,500,0
0.1,0.1,1000,0
0.1,0.2,1,469
0.1,0.2,5,112
0.1,0.2,10,112
0.1,0.2,50,0
0.1,0.2,100,0
0.1,0.2,500,0
0.1,0.2,1000,0
0.1,0.3,1,469
0.1,0.3,5,509
0.1,0.3,10,112
0.1,0.3,50,0
0.1,0.3,100,0
0.1,0.3,500,0
0.1,0.3,1000,0
0.1,0.4,1,1253
0.1,0.4,5,112
0.1,0.4,10,112
0.1,0.4,50,112
0.1,0.4,100,0
0.1,0.4,500,0
0.1,0.4,1000,0
0.1,0.5,1,112
0.1,0.5,5,112
0.1,0.5,10,639
0.1,0.5,50,0
0.1,0.5,100,0
0.1,0.5,500,0
0.1,0.5,1000,0
0.1,0.6,1,1702
0.1,0.6,5,112
0.1,0.6,10,112
0.1,0.6,50,112
0.1,0.6,100,0
0.1,0.6,500,0
0.1,0.6,1000,0
0.1,0.7,1,2388
0.1,0.7,5,801
0.1,0.7,10,112
0.1,0.7,50,112
0.1,0.7,100,0
0.1,0.7,500,0
0.1,0.7,1000,0
0.1,0.8,1,112
0.1,0.8,5,669
0.1,0.8,10,339
0.1,0.8,50,0
0.1,0.8,100,0
0.1,0.8,500,0
0.1,0.8,1000,0
0.1,0.9,1,1625
0.1,0.9,5,112
0.1,0.9,10,469
0.1,0.9,50,112
0.1,0.9,100,0
0.1,0.9,500,0
0.1,0.9,1000,0
0.1,1.0,1,112
0.1,1.0,5,112
0.1,1.0,10,112
0.1,1.0,50,0
0.1,1.0,100,0
0.1,1.0,500,0
0.1,1.0,1000,0
0.2,0.0,1,1678
0.2,0.0,5,0
0.2,0.0,10,112
0.2,0.0,50,0
0.2,0.0,100,0
0.2,0.0,500,0
0.2,0.0,1000,0
0.2,0.1,1,1439
0.2,0.1,5,0
0.2,0.1,10,639
0.2,0.1,50,0
0.2,0.1,100,0
0.2,0.1,500,0
0.2,0.1,1000,0
0.2,0.2,1,1456
0.2,0.2,5,524
0.2,0.2,10,0
0.2,0.2,50,0
0.2,0.2,100,0
0.2,0.2,500,0
0.2,0.2,1000,0
0.2,0.3,1,1192
0.2,0.3,5,112
0.2,0.3,10,0
0.2,0.3,50,112
0.2,0.3,100,0
0.2,0.3,500,0
0.2,0.3,1000,0
0.2,0.4,1,1277
0.2,0.4,5,0
0.2,0.4,10,469
0.2,0.4,50,112
0.2,0.4,100,0
0.2,0.4,500,0
0.2,0.4,1000,0
0.2,0.5,1,2423
0.2,0.5,5,851
0.2,0.5,10,112
0.2,0.5,50,0
0.2,0.5,100,112
0.2,0.5,500,0
0.2,0.5,1000,0
0.2,0.6,1,2570
0.2,0.6,5,112
0.2,0.6,10,0
0.2,0.6,50,0
0.2,0.6,100,0
0.2,0.6,500,0
0.2,0.6,1000,0
0.2,0.7,1,1277
0.2,0.7,5,726
0.2,0.7,10,0
0.2,0.7,50,112
0.2,0.7,100,0
0.2,0.7,500,0
0.2,0.7,1000,0
0.2,0.8,1,1559
0.2,0.8,5,112
0.2,0.8,10,112
0.2,0.8,50,0
0.2,0.8,100,0
0.2,0.8,500,0
0.2,0.8,1000,0
0.2,0.9,1,669
0.2,0.9,5,112
0.2,0.9,10,0
0.2,0.9,50,0
0.2,0.9,100,0
0.2,0.9,500,0
0.2,0.9,1000,0
0.2,1.0,1,469
0.2,1.0,5,469
0.2,1.0,10,112
0.2,1.0,50,112
0.2,1.0,100,0
0.2,1.0,500,0
0.2,1.0,1000,0
0.3,0.0,1,1702
0.3,0.0,5,0
0.3,0.0,10,112
0.3,0.0,50,0
0.3,0.0,100,0
0.3,0.0,500,0
0.3,0.0,1000,0
0.3,0.1,1,1350
0.3,0.1,5,748
0.3,0.1,10,112
0.3,0.1,50,0
0.3,0.1,100,0
